Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 0min_untreated	Peptides 15min_untreated	Peptides 180min_untreated	Peptides 30min_untreated	Peptides 60min_untreated	Razor + unique peptides 0min_untreated	Razor + unique peptides 15min_untreated	Razor + unique peptides 180min_untreated	Razor + unique peptides 30min_untreated	Razor + unique peptides 60min_untreated	Unique peptides 0min_untreated	Unique peptides 15min_untreated	Unique peptides 180min_untreated	Unique peptides 30min_untreated	Unique peptides 60min_untreated	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Slice average	Slice 1	Experiment 0min_untreated	Experiment 15min_untreated	Experiment 180min_untreated	Experiment 30min_untreated	Experiment 60min_untreated	PEP	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L 0min_untreated	Ratio H/L normalized 0min_untreated	Ratio H/L variability [%] 0min_untreated	Ratio H/L count 0min_untreated	Ratio H/L 15min_untreated	Ratio H/L normalized 15min_untreated	Ratio H/L variability [%] 15min_untreated	Ratio H/L count 15min_untreated	Ratio H/L 180min_untreated	Ratio H/L normalized 180min_untreated	Ratio H/L variability [%] 180min_untreated	Ratio H/L count 180min_untreated	Ratio H/L 30min_untreated	Ratio H/L normalized 30min_untreated	Ratio H/L variability [%] 30min_untreated	Ratio H/L count 30min_untreated	Ratio H/L 60min_untreated	Ratio H/L normalized 60min_untreated	Ratio H/L variability [%] 60min_untreated	Ratio H/L count 60min_untreated	Sequence coverage 0min_untreated [%]	Sequence coverage 15min_untreated [%]	Sequence coverage 180min_untreated [%]	Sequence coverage 30min_untreated [%]	Sequence coverage 60min_untreated [%]	Intensity	Intensity L	Intensity H	Intensity 0min_untreated	Intensity L 0min_untreated	Intensity H 0min_untreated	Intensity 15min_untreated	Intensity L 15min_untreated	Intensity H 15min_untreated	Intensity 180min_untreated	Intensity L 180min_untreated	Intensity H 180min_untreated	Intensity 30min_untreated	Intensity L 30min_untreated	Intensity H 30min_untreated	Intensity 60min_untreated	Intensity L 60min_untreated	Intensity H 60min_untreated	Only identified by site	Reverse	Contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P43585	P43585	1	1	1	Vacuolar transporter chaperone 2	VTC2	>sp|P43585|VTC2_YEAST Vacuolar transporter chaperone 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTC2 PE=1 SV=1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	0	1.8	1.8	1.8	95.44	828	828	1	9	3		3	3		1.26E-20	1.2	1.8191	47.017	7	1.4144	1.6449	23.408	3	NaN	NaN	NaN	0	1.1754	1.8191	14.587	3	NaN	NaN	NaN	1	NaN	NaN	NaN	0	1.8	0	1.8	1.8	0	7781300	3762000	4019300	4437000	2015300	2421700	0	0	0	2674500	1351900	1322600	669820	394770	275050	0	0	0				1058	6869	TRUE	7114	76423;76424;76425;76426;76427;76428;76429;76430;76431	177487;177488;177489;177490;177491;177492;177493;177494;177495;177496;177497;177498;177499;177500	177490		
P43586	P43586	2	2	2	60S ribosomal subunit assembly/export protein LOC1	LOC1	>sp|P43586|LOC1_YEAST 60S ribosomal subunit assembly/export protein LOC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LOC1 PE=1 SV=1	1	2	2	2	1	0	1	2	1	1	0	1	2	1	1	0	1	2	1	10.8	10.8	10.8	23.59	204	204	1	7	2		1	2	2	7.19E-12	0.10753	0.4753	118.01	7	0.052548	0.059521	17.919	2	NaN	NaN	NaN	0	NaN	NaN	NaN	1	0.10604	0.65748	1.6822	2	0.13238	0.4377	11.653	2	6.4	0	6.4	10.8	6.4	13173000	10979000	2194100	3728100	3518900	209190	0	0	0	3455700	2224700	1231000	2569500	2288200	281240	3419600	2947000	472690				1059	1161;1776	True;True	1189;1823	13967;19681;19682;19683;19684;19685;19686	32541;32542;46331;46332;46333;46334;46335;46336;46337;46338;46339;46340;46341;46342;46343	32542;46342		
P43587	P43587	1	1	1	Type 1 phosphatases regulator YPI1	YPI1	>sp|P43587|YPI1_YEAST Type 1 phosphatases regulator YPI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPI1 PE=1 SV=1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	9	9	9	18.187	155	155	1	3	2			1		0.00094957	0.24651	0.26615	145.35	3	0.1827	0.20694	35.587	2	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	9	0	0	9	0	3859800	3180800	679070	2496300	2228000	268270	0	0	0	0	0	0	1363500	952740	410790	0	0	0				1060	7883	TRUE	8164	89192;89193;89194	207597;207598;207599;207600	207599		
P43588	P43588	4	4	4	26S proteasome regulatory subunit RPN11	RPN11	>sp|P43588|RPN11_YEAST 26S proteasome regulatory subunit RPN11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN11 PE=1 SV=1	1	4	4	4	1	4	3	2	2	1	4	3	2	2	1	4	3	2	2	15	15	15	34.398	306	306	1	32	3	9	9	4	7	1.38E-27	0.24333	1.1652	78.187	26	0.0964	0.11455	39.923	3	0.17968	1.1847	48.094	7	0.57448	1.2169	6.9042	7	0.15955	1.0161	32.329	4	0.19645	1.0424	40.635	5	4.6	15	11.1	8.8	8.5	102630000	75683000	26946000	6111100	5683400	427720	26220000	21060000	5160400	45865000	28047000	17818000	6232800	5381000	851850	18200000	15513000	2687800				1061	513;726;2843;4300	True;True;True;True	531;748;2917;4418	6205;6206;6207;6208;8220;8221;8222;8223;30650;30651;48656;48657;48658;48659;48660;48661;48662;48663;48664;48665;48666;48667;48668;48669;48670;48671;48672;48673;48674;48675;48676;48677	15042;15043;15044;15045;15046;15047;20119;20120;20121;20122;72187;72188;72189;72190;72191;111976;111977;111978;111979;111980;111981;111982;111983;111984;111985;111986;111987;111988;111989;111990;111991;111992;111993;111994;111995;111996;111997;111998;111999;112000;112001;112002;112003;112004;112005;112006;112007;112008;112009;112010;112011;112012;112013;112014;112015	15047;20120;72189;112009		
P43590	P43590	2	2	2	Uncharacterized peptidase YFR006W	YFR006W	>sp|P43590|YFH6_YEAST Uncharacterized peptidase YFR006W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YFR006W PE=1 SV=1	1	2	2	2	2	0	1	2	2	2	0	1	2	2	2	0	1	2	2	7.3	7.3	7.3	61.753	535	535	1	14	3		1	5	5	3.00E-08	0.29626	0.85844	85.029	14	0.16413	0.17721	28.591	3	NaN	NaN	NaN	0	NaN	NaN	NaN	1	0.28765	1.2971	86.593	5	0.33888	1.1306	24.454	5	7.3	0	3.2	7.3	7.3	19173000	15210000	3962600	4574800	3782400	792410	0	0	0	1496000	1065200	430760	5578600	4514000	1064700	7523500	5848800	1674700				1062	1065;6778	True;True	1090;7015	13334;13335;13336;13337;13338;74138;74139;74140;74141;74142;74143;74144;74145;74146	31090;31091;31092;31093;31094;172547;172548;172549;172550;172551;172552;172553;172554;172555;172556;172557;172558;172559;172560	31094;172549		
P43591	P43591	1	1	1	ATP-dependent kinase YFH7	YFH7	>sp|P43591|YFH7_YEAST ATP-dependent kinase YFH7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YFH7 PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	3.4	3.4	3.4	39.885	353	353	1	2				2		0.00062089	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	0	0	0	3.4	0	530380	326960	203420	0	0	0	0	0	0	0	0	0	530380	326960	203420	0	0	0				1063	2826	TRUE	2900	30462;30463	71673;71674	71674		
P43593	P43593	9	9	9	Ubiquitin carboxyl-terminal hydrolase 6	UBP6	>sp|P43593|UBP6_YEAST Ubiquitin carboxyl-terminal hydrolase 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBP6 PE=1 SV=1	1	9	9	9	4	7	4	3	6	4	7	4	3	6	4	7	4	3	6	23.8	23.8	23.8	57.11	499	499	1	64	9	14	13	14	14	8.34E-68	0.3449	1.0668	97.628	55	0.2704	0.29195	57.273	9	0.32968	1.0683	84.142	13	0.63644	1.097	15.573	11	0.33558	2.7203	111.83	10	0.25865	1.1599	65.904	12	14.4	21.6	12.2	10.2	15	152920000	118190000	34733000	31844000	26675000	5169300	40529000	33105000	7423400	30671000	19093000	11578000	20596000	16417000	4178900	29285000	22901000	6383700				1064	149;1938;2468;4700;5362;5735;6592;8662;8740	True;True;True;True;True;True;True;True;True	152;1988;2526;4836;5553;5945;6826;8971;9054	1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;21966;21967;21968;26910;26911;26912;52985;61216;64819;64820;64821;64822;64823;64824;64825;64826;64827;64828;64829;64830;64831;64832;64833;72156;98963;98964;98965;100085;100086;100087;100088;100089;100090;100091;100092;100093;100094;100095;100096;100097;100098;100099;100100;100101;100102;100103;100104;100105;100106	4455;4456;4457;4458;4459;4460;4461;4462;4463;4464;4465;4466;4467;4468;4469;4470;4471;4472;51666;51667;51668;51669;63400;63401;63402;63403;122109;142138;150146;150147;150148;150149;150150;150151;150152;150153;150154;150155;150156;150157;150158;150159;150160;150161;150162;150163;150164;150165;150166;150167;150168;150169;150170;150171;150172;150173;150174;150175;150176;150177;150178;150179;150180;150181;150182;150183;168037;232691;232692;232693;235559;235560;235561;235562;235563;235564;235565;235566;235567;235568;235569;235570;235571;235572;235573;235574;235575;235576;235577;235578;235579;235580;235581;235582;235583;235584;235585;235586;235587;235588;235589;235590;235591;235592;235593;235594;235595;235596;235597;235598;235599;235600;235601;235602;235603;235604;235605;235606;235607;235608;235609;235610;235611;235612;235613;235614;235615;235616;235617;235618;235619;235620;235621;235622;235623;235624;235625	4456;51668;63403;122109;142138;150154;168037;232692;235571	220	388
P43597	P43597	3	3	3	Uncharacterized protein YFR016C	YFR016C	>sp|P43597|YFI6_YEAST Uncharacterized protein YFR016C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YFR016C PE=1 SV=1	1	3	3	3	2	1	0	2	2	2	1	0	2	2	2	1	0	2	2	4.3	4.3	4.3	137.7	1233	1233	1	10	3	2		3	2	2.82E-18	0.28457	0.46007	117.03	5	0.28358	0.32121	50.812	2	0.19141	0.55671	186.33	2	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	2.2	1.1	0	3.2	3.2	650000	541630	108370	119300	90589	28709	413880	346880	66995	0	0	0	104980	92315	12668	11840	11840	0				1065	1271;4857;8500	True;True;True	1305;4998;8801	14831;14832;14833;54366;54367;54368;54369;54370;97510;97511	34891;34892;34893;34894;125540;125541;125542;125543;125544;125545;125546;125547;125548;229132;229133	34893;125547;229132		
P43603	P43603	4	4	3	LAS seventeen-binding protein 3	LSB3	>sp|P43603|LSB3_YEAST LAS seventeen-binding protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSB3 PE=1 SV=3	1	4	4	3	3	3	1	3	2	3	3	1	3	2	2	2	1	2	2	12.4	12.4	10.7	49.343	459	459	1	22	6	4	3	5	4	1.17E-11	0.31121	1.058	95.575	21	0.2492	0.27936	41.126	6	0.53375	1.6339	61.633	3	0.71691	1.0647	5.7968	3	0.37848	1.265	27.248	5	0.20013	0.24513	91.903	4	9.8	7.2	2.8	7.2	5.4	15366000	11594000	3772000	3320100	2652300	667820	1850100	1559000	291130	2652300	1501500	1150800	3246200	2140200	1105900	4297500	3741200	556240				1066	2246;2498;3241;3510	True;True;True;True	2300;2558;3327;3606	24487;24488;24489;24490;24491;24492;24493;24494;24495;24496;27149;27150;27151;27152;27153;35784;35785;38951;38952;38953;38954;38955	57450;57451;57452;57453;57454;57455;57456;57457;57458;57459;57460;57461;57462;57463;57464;63922;63923;63924;63925;63926;83589;83590;90284;90285;90286;90287;90288;90289	57464;63922;83590;90289		
P43609	P43609	6	6	6	Chromatin structure-remodeling complex protein RSC8	RSC8	>sp|P43609|RSC8_YEAST Chromatin structure-remodeling complex protein RSC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSC8 PE=1 SV=1	1	6	6	6	3	2	1	4	2	3	2	1	4	2	3	2	1	4	2	14.5	14.5	14.5	63.167	557	557	1	22	4	5	1	6	6	2.72E-169	0.28183	1.0601	57.674	21	0.32645	0.36595	39.202	4	0.32074	1.2105	42.303	5	NaN	NaN	NaN	1	0.25481	1.4454	37.762	5	0.27008	1.1257	31.679	6	8.4	5.4	2.2	9.3	5.4	25866000	20756000	5110000	5607900	4543300	1064600	6341900	5044200	1297700	1492500	1020500	472010	3038700	2448300	590390	9385100	7699800	1685400				1067	1488;2132;3980;4570;5896;6749	True;True;True;True;True;True	1526;2184;4090;4698;6110;6986	16975;16976;23605;23606;23607;23608;23609;23610;23611;44140;51832;51833;51834;51835;51836;51837;51838;51839;51840;51841;66337;73857	39928;39929;55239;55240;55241;55242;55243;55244;55245;55246;55247;55248;55249;55250;55251;55252;55253;102520;119310;119311;119312;119313;119314;119315;119316;119317;119318;119319;119320;119321;119322;119323;119324;119325;119326;119327;119328;119329;119330;119331;119332;153763;171860	39929;55248;102520;119316;153763;171860		
P43612	P43612	1	1	1	SIT4-associating protein SAP155	SAP155	>sp|P43612|SA155_YEAST SIT4-associating protein SAP155 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAP155 PE=1 SV=4	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	115	1002	1002	1	2		1		1		0.00070781	17.321	42.058	34.88	2	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	0	1	0	1	0	67292000	3931900	63360000	0	0	0	55147000	2291800	52855000	0	0	0	12144000	1640000	10504000	0	0	0				1068	1212	TRUE	1243	14377;14378	33763;33764;33765	33764		
P43613	P43613	2	2	2	ER-localized J domain-containing protein 5	ERJ5	>sp|P43613|ERJ5_YEAST ER-localized J domain-containing protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERJ5 PE=1 SV=1	1	2	2	2	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	12.2	12.2	12.2	34.191	295	295	1	2		1		1		2.97E-10	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	3.1	0	9.2	0	1961400	1762400	199030	0	0	0	1058400	859380	199030	0	0	0	903030	903030	0	0	0	0				1069	2219;8946	True;True	2273;9268	24309;103310	57092;243440	57092;243440		
P43616	P43616	12	12	12	Cys-Gly metallodipeptidase DUG1	DUG1	>sp|P43616|DUG1_YEAST Cys-Gly metallodipeptidase DUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DUG1 PE=1 SV=1	1	12	12	12	11	9	10	9	9	11	9	10	9	9	11	9	10	9	9	34.5	34.5	34.5	52.871	481	481	1	154	32	30	33	28	31	5.88E-192	0.18107	0.9389	120.84	140	0.0867	0.098177	106.16	28	0.19869	0.83413	109.99	25	0.65166	1.1319	16.965	29	0.092804	0.7434	122.53	28	0.18107	1.1541	58.881	30	31.2	28.5	28.9	29.1	28.7	1345700000	1101200000	244530000	280660000	260300000	20367000	314970000	270340000	44629000	337350000	210010000	127330000	143320000	129030000	14288000	269450000	231540000	37910000				1070	344;1075;2067;2748;2962;3288;3289;4024;5052;5413;6632;7644	True;True;True;True;True;True;True;True;True;True;True;True	358;1100;2119;2818;3042;3374;3375;4135;5201;5606;6867;7913	4548;4549;4550;4551;4552;4553;4554;4555;4556;4557;4558;4559;4560;4561;4562;4563;4564;13386;23115;23116;23117;23118;23119;23120;23121;23122;23123;23124;23125;23126;23127;23128;23129;23130;23131;23132;23133;23134;23135;23136;23137;29911;29912;29913;29914;29915;29916;29917;29918;29919;29920;29921;29922;31700;31701;31702;31703;31704;31705;31706;31707;36306;36307;36308;36309;36310;36311;36312;36313;36314;36315;36316;36317;36318;36319;36320;36321;36322;36323;36324;36325;36326;36327;36328;44479;44480;44481;44482;44483;44484;44485;44486;44487;44488;44489;44490;44491;57442;57443;57444;57445;57446;57447;57448;57449;61466;61467;61468;61469;61470;61471;61472;61473;61474;61475;61476;61477;61478;61479;61480;61481;61482;61483;61484;61485;61486;61487;61488;61489;61490;61491;61492;61493;61494;61495;61496;72468;72469;72470;72471;72472;72473;72474;72475;72476;72477;72478;72479;86563;86564;86565;86566;86567;86568	11206;11207;11208;11209;11210;11211;11212;11213;11214;11215;11216;11217;11218;11219;11220;11221;11222;11223;11224;11225;11226;11227;11228;11229;11230;11231;11232;11233;11234;11235;11236;11237;11238;11239;11240;11241;11242;11243;11244;11245;11246;11247;11248;11249;11250;11251;31185;54175;54176;54177;54178;54179;54180;54181;54182;54183;54184;54185;54186;54187;54188;54189;54190;54191;54192;54193;54194;54195;54196;54197;54198;54199;54200;54201;54202;54203;54204;54205;54206;54207;54208;54209;54210;54211;54212;54213;54214;54215;54216;54217;54218;54219;54220;70481;70482;70483;70484;70485;70486;70487;70488;70489;70490;70491;70492;70493;70494;70495;70496;70497;74595;74596;74597;74598;74599;74600;74601;74602;74603;74604;74605;74606;74607;74608;84588;84589;84590;84591;84592;84593;84594;84595;84596;84597;84598;84599;84600;84601;84602;84603;84604;84605;84606;84607;84608;84609;84610;84611;84612;84613;84614;84615;84616;84617;84618;84619;84620;84621;84622;84623;84624;84625;84626;84627;84628;84629;84630;84631;103253;103254;103255;103256;103257;103258;103259;103260;103261;103262;103263;103264;103265;103266;103267;103268;103269;103270;103271;133043;133044;133045;133046;133047;133048;133049;133050;133051;133052;133053;133054;133055;133056;142654;142655;142656;142657;142658;142659;142660;142661;142662;142663;142664;142665;142666;142667;142668;142669;142670;142671;142672;142673;142674;142675;142676;142677;142678;142679;142680;142681;142682;142683;142684;142685;142686;142687;142688;142689;142690;142691;142692;142693;142694;142695;142696;142697;142698;142699;142700;142701;142702;142703;142704;142705;142706;142707;142708;142709;142710;142711;142712;142713;142714;142715;142716;142717;142718;142719;142720;142721;142722;142723;142724;142725;142726;142727;142728;142729;142730;142731;142732;142733;142734;142735;142736;142737;142738;142739;142740;142741;142742;142743;142744;142745;142746;142747;142748;142749;142750;142751;142752;142753;142754;142755;142756;142757;142758;142759;142760;142761;142762;142763;142764;142765;142766;142767;142768;142769;142770;142771;142772;142773;142774;142775;142776;142777;168755;168756;168757;168758;168759;168760;168761;168762;168763;168764;168765;168766;168767;168768;168769;168770;168771;168772;168773;168774;168775;168776;168777;168778;168779;168780;168781;168782;168783;168784;168785;168786;168787;168788;168789;168790;168791;168792;168793;168794;168795;168796;168797;168798;168799;168800;168801;168802;168803;168804;168805;168806;168807;168808;168809;168810;201143;201144;201145;201146;201147;201148;201149;201150;201151;201152	11220;31185;54186;70489;74595;84615;84629;103265;133046;142687;168761;201145		
P43621	P43621	3	3	3	Coatomer subunit delta	RET2	>sp|P43621|COPD_YEAST Coatomer subunit delta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RET2 PE=1 SV=3	1	3	3	3	2	3	2	1	2	2	3	2	1	2	2	3	2	1	2	5.5	5.5	5.5	60.627	546	546	1	26	4	7	6	3	6	6.62E-19	0.11518	0.69949	121.36	26	0.046601	0.051827	41.876	4	0.11932	0.49146	132.15	7	0.40226	0.86649	13.996	6	0.10212	0.82023	44.4	3	0.10989	0.68647	64.576	6	4	5.5	4	2.4	4	102850000	84870000	17976000	15657000	14361000	1295300	30305000	25646000	4659700	21132000	14739000	6393900	12513000	10864000	1648900	23239000	19261000	3978100				1071	198;1792;3884	True;True;True	205;1839;3992	2611;2612;2613;2614;2615;2616;2617;2618;2619;2620;2621;2622;2623;2624;19791;19792;19793;19794;19795;19796;19797;19798;19799;19800;19801;43289	6255;6256;6257;6258;6259;6260;6261;6262;6263;6264;6265;6266;6267;6268;6269;6270;6271;6272;6273;6274;6275;6276;6277;6278;6279;6280;6281;6282;6283;6284;6285;6286;6287;6288;6289;6290;6291;6292;6293;6294;6295;6296;6297;6298;6299;6300;6301;6302;6303;6304;6305;6306;6307;6308;6309;6310;6311;46540;46541;46542;46543;46544;46545;46546;46547;46548;46549;46550;46551;46552;46553;46554;46555;46556;46557;46558;46559;46560;46561;100457	6280;46546;100457		
P43639	P43639	2	2	2	Casein kinase II subunit beta	CKB1	>sp|P43639|CSK2B_YEAST Casein kinase II subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CKB1 PE=1 SV=1	1	2	2	2	2	1	0	1	1	2	1	0	1	1	2	1	0	1	1	9.4	9.4	9.4	32.264	278	278	1	13	4	3		3	3	2.49E-49	0.16845	0.51799	143.29	8	0.15989	0.1811	65.345	2	0.10193	0.74462	219.64	3	NaN	NaN	NaN	0	NaN	NaN	NaN	1	0.18108	0.61425	75.428	2	9.4	5.8	0	5.8	5.8	21044000	19834000	1209400	6557900	6424000	133860	5008000	4596600	411390	0	0	0	3937700	3848400	89235	5540000	4965100	574890				1072	5067;6930	True;True	5216;7178	57645;57646;57647;57648;57649;57650;57651;57652;57653;57654;57655;57656;77093	133618;133619;133620;133621;133622;133623;133624;133625;133626;133627;133628;133629;133630;133631;133632;133633;133634;133635;133636;133637;133638;133639;133640;133641;133642;133643;133644;133645;133646;133647;133648;133649;133650;179190	133620;179190		
P45976	P45976	1	1	1	Pre-mRNA polyadenylation factor FIP1	FIP1	>sp|P45976|FIP1_YEAST Pre-mRNA polyadenylation factor FIP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FIP1 PE=1 SV=1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	4.3	4.3	4.3	35.777	327	327	1	4		3		1		0.0017831	17.158	183.62	252.57	2	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	0	4.3	0	4.3	0	9778500	322300	9456200	0	0	0	1123400	209880	913500	0	0	0	8655100	112420	8542700	0	0	0				1073	4425	TRUE	4547	49922;49923;49924;49925	115046;115047;115048;115049;115050;115051	115049		
P45978	P45978	2	2	2	Protein SCD6	SCD6	>sp|P45978|SCD6_YEAST Protein SCD6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCD6 PE=1 SV=1	1	2	2	2	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	8.3	8.3	8.3	39.189	349	349	1	2		1			1	4.10E-08	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	3.2	0	0	5.2	2192100	1961400	230720	0	0	0	2192100	1961400	230720	0	0	0	0	0	0	0	0	0				1074	5899;7544	True;True	6114;7811	66384;85314	153876;198747	153876;198747		
P46151	P46151	2	2	2	Methylenetetrahydrofolate reductase 1	MET12	>sp|P46151|MTHR1_YEAST Methylenetetrahydrofolate reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MET12 PE=1 SV=2	1	2	2	2	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	3.7	3.7	3.7	73.941	657	657	1	5	2	1	1	1		1.23E-07	0.28008	0.32758	88.06	5	0.22972	0.24337	27.18	2	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	2.3	2.3	2.3	1.4	0	6981100	5603800	1377300	1931400	1637000	294340	3034800	2411900	622890	1182500	913660	268830	832420	641170	191250	0	0	0				1075	6691;6904	True;True	6926;7150	73161;76748;76749;76750;76751	170449;178493;178494;178495;178496;178497	170449;178495		
P46367	P46367	11	11	10	"Potassium-activated aldehyde dehydrogenase, mitochondrial"	ALD4	">sp|P46367|ALDH4_YEAST Potassium-activated aldehyde dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALD4 PE=1 SV=2"	1	11	11	10	4	6	6	7	6	4	6	6	7	6	4	5	6	7	6	28.5	28.5	27	56.723	519	519	1	72	8	13	17	17	17	9.84E-56	0.38025	1.4739	107.99	71	0.083254	0.092591	104.48	8	0.50732	1.3234	78.17	13	0.84281	1.5146	11.357	17	0.22925	1.4901	74.788	16	0.38025	2.5315	44.282	17	11.4	15.8	16.4	19.1	16.4	390860000	278570000	112290000	62492000	54746000	7746300	60409000	43998000	16411000	99607000	52857000	46751000	71725000	56659000	15066000	96625000	70312000	26313000				1076	209;1442;1664;2870;3891;5527;7291;7935;8600;8980;9125	True;True;True;True;True;True;True;True;True;True;True	216;1479;1711;2946;3999;5725;7551;8218;8906;9304;9451	2740;2741;16670;16671;16672;16673;18545;18546;18547;31038;31039;31040;31041;31042;31043;31044;31045;31046;31047;31048;31049;31050;31051;31052;43324;62472;81720;81721;81722;81723;81724;81725;81726;81727;81728;81729;81730;81731;81732;81733;89964;89965;89966;89967;89968;89969;89970;89971;89972;89973;89974;89975;89976;89977;98475;103601;103602;103603;103604;103605;103606;103607;103608;103609;103610;103611;103612;103613;103614;103615;103616;104715	6690;6691;39156;39157;39158;39159;39160;39161;43884;43885;43886;43887;73101;73102;73103;73104;73105;73106;73107;73108;73109;73110;73111;73112;73113;73114;73115;73116;73117;73118;73119;73120;73121;73122;73123;73124;73125;73126;73127;73128;73129;73130;73131;73132;73133;73134;73135;73136;73137;100541;145276;189820;189821;189822;189823;189824;189825;189826;189827;189828;189829;189830;189831;189832;189833;189834;189835;189836;189837;189838;189839;189840;189841;189842;189843;189844;189845;189846;189847;189848;189849;189850;189851;189852;189853;189854;189855;189856;189857;189858;189859;189860;189861;189862;189863;189864;189865;189866;189867;189868;189869;189870;189871;209380;209381;209382;209383;209384;209385;209386;209387;209388;209389;209390;209391;209392;209393;209394;209395;209396;209397;209398;209399;209400;209401;209402;209403;209404;209405;209406;231548;244068;244069;244070;244071;244072;244073;244074;244075;244076;244077;244078;244079;244080;244081;244082;244083;244084;244085;244086;244087;244088;244089;244090;244091;244092;244093;244094;244095;244096;244097;244098;244099;244100;244101;244102;244103;244104;244105;244106;244107;244108;244109;244110;244111;244112;244113;244114;244115;244116;244117;244118;244119;244120;244121;244122;244123;244124;244125;244126;244127;244128;244129;244130;244131;244132;244133;246618;246619	6690;39158;43886;73112;100541;145276;189842;209394;231548;244132;246619		
